Ancestor,Colony,Day,Clone.Number,Target.Name.x,mu.x,Median.x,sigma.x,PSRF_mu.x,PSRF_lp.x,Target.Name.y,mu.y,Median.y,sigma.y,PSRF_mu.y,PSRF_lp.y,ratio,ratio.se,Environment,ColonyID,Plasmid.size,mutated
DOD 1621,6,0,DOD 1733,trfA gene,0.003291622,0.001056927,0.00023895,1.007805628,1.004652902,16S rRNA gene,0.016913899,0.013480874,0.000334127,1.001744502,1.008910655,0.078401997,0.000128408,Liquid,DOD 1621-6,41139,largedel
DOD 1621,6,5,DOD 1733,trfA gene,0.001156141,0.000444511,0.000229398,1.002589323,1.006026187,16S rRNA gene,0.050793647,0.022894972,0.001340464,1.018709761,1.047241916,0.019415215,6.24E-05,Liquid,DOD 1621-6,41139,largedel
DOD 1621,6,8,DOD 1733,trfA gene,0.022151089,0.002738271,0.001033234,1.001950467,1.004305784,16S rRNA gene,0.037617799,0.029991756,0.000715327,1.001032769,1.005342985,0.091300793,0.000278068,Liquid,DOD 1621-6,41139,largedel
DOD 1642,1,0,DOD 1698,trfA gene,2.16E-07,1.20E-07,1.21E-08,1.003673188,1.001759755,16S rRNA gene,0.011825312,0.010339638,0.000154609,1.003177844,1.005353944,1.16E-05,1.26E-09,Liquid,DOD 1642-1,31544,largedel
DOD 1642,1,5,DOD 1698,trfA gene,0.000498443,0.000307495,1.83E-05,1.002804308,1.008549707,16S rRNA gene,0.021523187,0.01508279,0.000498897,1.005653583,1.207688874,0.020387115,6.39E-06,Liquid,DOD 1642-1,31544,largedel
DOD 1642,1,8,DOD 1698,trfA gene,0.000672621,0.000371079,3.23E-05,1.001233149,1.003912893,16S rRNA gene,0.036821646,0.029176135,0.000623186,1.003425372,1.007165649,0.012718593,4.79E-06,Liquid,DOD 1642-1,31544,largedel
DOD 1642,1_2,0,1698,trfA gene,0.001099188,0.000480047,5.18E-05,1.002941497,1.001687124,16S rRNA gene,0.040698418,0.03716747,0.000428065,1.002605284,1.012490839,0.012915787,6.07E-06,Liquid,DOD 1642-1_2,31544,largedel
DOD 1642,2,0,DOD 1699,trfA gene,0.00017111,0.000137383,7.82E-06,1.003886759,1.005141361,16S rRNA gene,0.010815692,0.0090441,0.00022296,1.008610059,1.137268213,0.015190369,3.83E-06,Liquid,DOD 1642-2,31544,largedel
DOD 1642,2,5,DOD 1699,trfA gene,0.000606626,0.000315202,6.14E-05,1.003183487,1.001705638,16S rRNA gene,0.055604328,0.032271478,0.001323122,1.00102475,1.00830915,0.009767203,8.71E-06,Liquid,DOD 1642-2,31544,largedel
DOD 1642,2,8,DOD 1699,trfA gene,0.000537872,0.000198837,4.30E-05,1.002833011,1.005511576,16S rRNA gene,0.030007959,0.024636758,0.000486163,1.003075844,1.003499657,0.008070763,7.82E-06,Liquid,DOD 1642-2,31544,largedel
DOD 1642,3,0,DOD 1700,trfA gene,0.00144855,0.000375041,0.000335048,1.005876282,1.000314639,16S rRNA gene,0.014261304,0.011519132,0.000377767,1.004595215,1.004358845,0.032558076,0.000229089,Liquid,DOD 1642-3,31544,largedel
DOD 1642,3,5,DOD 1700,trfA gene,0.0018111,0.000703505,0.000113217,1.001101157,1.000491168,16S rRNA gene,0.030219059,0.02307888,0.00054976,1.001266849,1.01153469,0.030482645,2.71E-05,Liquid,DOD 1642-3,31544,largedel
DOD 1642,3,8,DOD 1700,trfA gene,0.00105201,0.000491837,0.000130538,1.000237497,1.004129558,16S rRNA gene,0.03522729,0.027125891,0.000753564,0.999881962,1.000083653,0.018131662,2.49E-05,Liquid,DOD 1642-3,31544,largedel
DOD 1642,4,0,DOD 1701,trfA gene,0.000236923,0.00019488,1.39E-05,1.001683143,1.009507922,16S rRNA gene,0.018819217,0.01625567,0.000170394,1.019770244,1.35866521,0.011988407,3.46E-06,Liquid,DOD 1642-4,31544,largedel
DOD 1642,4,5,DOD 1701,trfA gene,0.00069195,0.000266322,9.36E-05,1.001646882,1.002424529,16S rRNA gene,0.066182294,0.035098119,0.001702269,1.005149489,1.015857576,0.007587939,1.35E-05,Liquid,DOD 1642-4,31544,largedel
DOD 1642,4,8,DOD 1701,trfA gene,0.001387404,0.000379256,0.000228531,1.00070736,1.001608495,16S rRNA gene,0.031670017,0.022760496,0.000716617,1.000061895,1.013575953,0.016662924,6.39E-05,Liquid,DOD 1642-4,31544,largedel
DOD 1642,5,0,DOD 1702,trfA gene,0.000286766,0.000158803,2.19E-05,1.004175685,1.003427875,16S rRNA gene,0.011972511,0.010741803,0.000146969,1.008297163,1.067232867,0.014783667,9.63E-06,Liquid,DOD 1642-5,31544,largedel
DOD 1642,5,5,DOD 1702,trfA gene,0.000934604,0.000333041,0.000256972,1.00082822,1.017694725,16S rRNA gene,0.023869074,0.01734611,0.000538047,1.001264483,1.004483102,0.019199736,0.000100219,Liquid,DOD 1642-5,31544,largedel
DOD 1642,5,8,DOD 1702,trfA gene,0.000873112,0.00032957,0.000101256,1.00172781,1.004338583,16S rRNA gene,0.025921587,0.018489634,0.00054616,0.999699495,1.022314677,0.017824561,3.04E-05,Liquid,DOD 1642-5,31544,largedel
DOD 1642,6,0,DOD 1703,trfA gene,0.000374355,0.00012281,3.86E-05,1.004938183,1.001125527,16S rRNA gene,0.014791574,0.012359695,0.00023001,1.006089465,1.206872392,0.009936342,1.56E-05,Liquid,DOD 1642-6,31544,largedel
DOD 1642,6,5,DOD 1703,trfA gene,0.001339497,0.000399085,0.00035801,1.000697431,1.002144156,16S rRNA gene,0.075306695,0.043020524,0.001629837,1.000412205,1.002375472,0.009276624,4.92E-05,Liquid,DOD 1642-6,31544,largedel
DOD 1642,6,8,DOD 1703,trfA gene,0.00054584,0.000204357,5.05E-05,1.000426052,1.001066826,16S rRNA gene,0.050034658,0.030602552,0.001081415,1.002439791,1.005520718,0.006677791,7.46E-06,Liquid,DOD 1642-6,31544,largedel
DOD 1646,1,0,DOD 1667,trfA gene,0.000178241,0.000166464,1.83E-06,1.005365804,1.013705305,16S rRNA gene,0.009916519,0.007875532,0.000390805,1.003646817,1.008530848,0.021136801,4.41E-06,Biofilm,DOD 1646-1,62627,smalldel
DOD 1646,1,5,DOD 1667,trfA gene,0.000320428,0.000117201,1.82E-05,1.001021157,1.00211927,16S rRNA gene,0.037112127,0.029986592,0.000646761,1.000723714,1.001630073,0.003908439,2.22E-06,Biofilm,DOD 1646-1,62627,smalldel
DOD 1646,1,8,DOD 1667,trfA gene,2.47E-08,6.34E-09,2.27E-09,1.00155328,1.013899327,16S rRNA gene,0.033014249,0.021309751,0.000789113,1.003605382,1.00298715,2.97E-07,6.59E-11,Biofilm,DOD 1646-1,62627,smalldel
DOD 1646,2,0,DOD 1668,trfA gene,0.00292152,0.001422568,0.000120467,1.00004646,1.004162028,16S rRNA gene,0.019857798,0.018336757,0.000173598,1.001138803,1.011195693,0.077580143,3.84E-05,Biofilm,DOD 1646-2,64508,unchanged
DOD 1646,2,5,DOD 1668,trfA gene,0.000196205,0.000129833,1.22E-05,1.003424426,1.3264986,16S rRNA gene,0.076238851,0.035459214,0.001657953,1.007738707,1.019986471,0.003661478,1.30E-06,Biofilm,DOD 1646-2,64508,unchanged
DOD 1646,2,8,DOD 1668,trfA gene,1.04E-09,5.63E-10,1.01E-10,1.001732625,1.00445833,16S rRNA gene,0.039785182,0.02824975,0.000770706,1.003302682,1.00591571,1.99E-08,1.22E-12,Biofilm,DOD 1646-2,64508,unchanged
DOD 1646,3,0,DOD 1669,trfA gene,0.008747824,0.002942436,0.000539529,1.007691148,1.001547099,16S rRNA gene,0.032324211,0.022406293,0.000905189,1.006558671,1.000387347,0.131321836,0.000181615,Biofilm,DOD 1646-3,62627,smalldel
DOD 1646,3,5,DOD 1669,trfA gene,0.081317561,0.002007365,0.002709611,2.474825852,1.013694009,16S rRNA gene,0.036446454,0.029066856,0.000661494,0.999553844,1.016012086,0.069060278,0.000908296,Biofilm,DOD 1646-3,62627,smalldel
DOD 1646,3,8,DOD 1669,trfA gene,1.01E-05,3.53E-06,8.43E-07,1.002296735,1.012406438,16S rRNA gene,0.041296882,0.030502052,0.000805563,1.002755417,1.003903842,0.000115687,5.54E-08,Biofilm,DOD 1646-3,62627,smalldel
DOD 1646,4,0,DOD 1670,trfA gene,0.0067511,0.002494884,0.000478809,1.006046404,1.001628829,16S rRNA gene,0.02231492,0.018415487,0.000446058,1.001545588,1.002473197,0.135477516,0.000193734,Biofilm,DOD 1646-4,64508,unchanged
DOD 1646,4,5,DOD 1670,trfA gene,0.000404928,0.000108828,5.76E-05,1.004693172,1.002525533,16S rRNA gene,0.073785453,0.033130359,0.00154114,1.077856521,1.008877174,0.003284828,7.98E-06,Biofilm,DOD 1646-4,64508,unchanged
DOD 1646,4,8,DOD 1670,trfA gene,5.05E-06,7.80E-07,1.14E-06,1.001712631,1.00563579,16S rRNA gene,0.034663686,0.024065834,0.000670304,1.0088122,1.244305758,3.24E-05,1.01E-07,Biofilm,DOD 1646-4,64508,unchanged
DOD 1646,5,0,DOD 1671,trfA gene,0.000300296,0.000265338,4.61E-06,1.000753845,1.00321414,16S rRNA gene,0.012041993,0.010216442,0.000261208,1.00424031,1.074265134,0.02597165,3.14E-06,Biofilm,DOD 1646-5,64289,smalldel
DOD 1646,5,5,DOD 1671,trfA gene,6.98E-05,2.68E-05,8.34E-06,1.000720484,1.004052903,16S rRNA gene,0.016421825,0.011009455,0.000528995,1.000879853,1.003288507,0.002436549,2.98E-06,Biofilm,DOD 1646-5,64289,smalldel
DOD 1646,5,8,DOD 1671,trfA gene,1.91E-06,2.18E-08,1.16E-06,1.001590305,1.004510726,16S rRNA gene,0.019044621,0.012477779,0.000585827,1.002234987,1.006208077,1.75E-06,2.21E-07,Biofilm,DOD 1646-5,64289,smalldel
DOD 1646,6,0,DOD 1672,trfA gene,0.002293258,0.000821008,0.000122116,1.000559395,1.00255961,16S rRNA gene,0.009023502,0.007009988,0.000299209,1.004326905,1.002895254,0.117119779,0.000124803,Biofilm,DOD 1646-6,64508,unchanged
DOD 1646,6,5,DOD 1672,trfA gene,8.99E-05,4.52E-05,4.22E-06,1.000745082,1.002707669,16S rRNA gene,0.04373099,0.018609021,0.001183471,1.000704174,1.002069983,0.002429794,8.47E-07,Biofilm,DOD 1646-6,64508,unchanged
DOD 1646,6,8,DOD 1672,trfA gene,2.96E-07,9.51E-08,2.24E-08,1.000573706,1.004155542,16S rRNA gene,0.021856485,0.015305693,0.000491113,1.005504876,1.004517609,6.21E-06,1.50E-09,Biofilm,DOD 1646-6,64508,unchanged
DOD 1647,1,0,DOD 1673,trfA gene,0.000968567,0.000322076,0.000264904,1.000823231,1.001056932,16S rRNA gene,0.016017529,0.012342145,0.000398342,1.004736876,1.00469757,0.026095636,0.000164802,Biofilm,DOD 1647-1,64508,snp
DOD 1647,1,5,DOD 1673,trfA gene,0.003621612,0.001256639,0.000233524,1.000531958,1.016841163,16S rRNA gene,0.049105556,0.038944942,0.000899408,1.002097692,1.017174858,0.032267069,3.35E-05,Biofilm,DOD 1647-1,64508,snp
DOD 1647,1,8,DOD 1673,trfA gene,0.000335188,0.000137084,3.07E-05,1.000932615,1.003344377,16S rRNA gene,0.046069324,0.037619699,0.000759007,1.000665338,1.009548618,0.003643953,3.10E-06,Biofilm,DOD 1647-1,64508,snp
DOD 1647,2,0,DOD 1674,trfA gene,0.005047479,0.002246824,0.000205192,1.004095983,1.003738618,16S rRNA gene,0.017333812,0.015162698,0.00025889,1.007116235,1.014407017,0.148181002,9.16E-05,Biofilm,DOD 1647-2,64508,unchanged
DOD 1647,2,5,DOD 1674,trfA gene,0.005239964,0.00133339,0.000352862,1.001070531,1.001821707,16S rRNA gene,0.087995903,0.051343891,0.001679424,1.000280931,1.00245118,0.025969796,4.04E-05,Biofilm,DOD 1647-2,64508,unchanged
DOD 1647,2,8,DOD 1674,trfA gene,7.02E-05,7.87E-06,8.53E-06,1.005409072,1.0124531,16S rRNA gene,0.039827705,0.029205777,0.000753631,1.001255629,1.025442411,0.000269631,8.70E-07,Biofilm,DOD 1647-2,64508,unchanged
DOD 1647,3,0,DOD 1675,trfA gene,0.001125688,0.000813526,6.02E-05,1.001225084,1.000285387,16S rRNA gene,0.023514913,0.019854982,0.000450549,1.002683822,1.002744181,0.040973418,1.51E-05,Biofilm,DOD 1647-3,64508,unchanged
DOD 1647,3,5,DOD 1675,trfA gene,0.00114038,0.000180518,0.000137072,1.001191478,1.009933167,16S rRNA gene,0.042846734,0.03303753,0.000728075,1.001438782,1.007482408,0.00546402,2.22E-05,Biofilm,DOD 1647-3,64508,unchanged
DOD 1647,3,8,DOD 1675,trfA gene,4.38E-07,1.65E-07,6.08E-08,1.000825691,1.001679092,16S rRNA gene,0.040206664,0.034610404,0.000616449,1.001858903,1.055483204,4.77E-06,1.94E-09,Biofilm,DOD 1647-3,64508,unchanged
DOD 1647,4,0,DOD 1676,trfA gene,0.005567917,0.002449634,0.000311378,1.002311412,1.000485458,16S rRNA gene,0.028056705,0.023785552,0.00042984,1.008065714,1.038163142,0.102988318,9.01E-05,Biofilm,DOD 1647-4,64202,smalldel
DOD 1647,4,5,DOD 1676,trfA gene,0.000135071,9.16E-05,3.69E-06,1.004199897,1.014730568,16S rRNA gene,0.057413417,0.029855041,0.001333526,1.002466652,1.01231088,0.003066773,5.32E-07,Biofilm,DOD 1647-4,64202,smalldel
DOD 1647,4,8,DOD 1676,trfA gene,1.64E-06,6.08E-07,3.76E-07,0.999893971,1.00097492,16S rRNA gene,0.04159283,0.031077615,0.000810294,1.002016775,1.014535235,1.96E-05,2.05E-08,Biofilm,DOD 1647-4,64202,smalldel
DOD 1647,5,0,DOD 1677,trfA gene,0.002144825,0.001519874,0.0001317,1.004627681,1.000391903,16S rRNA gene,0.080041725,0.059523289,0.001367758,1.000715309,1.0011962,0.025534114,1.05E-05,Biofilm,DOD 1647-5,63824,smalldel
DOD 1647,5,5,DOD 1677,trfA gene,2.01E-06,9.96E-07,1.52E-07,1.003822939,1.001480235,16S rRNA gene,0.035298231,0.027981268,0.000656076,1.001476812,1.008203145,3.56E-05,7.95E-09,Biofilm,DOD 1647-5,63824,smalldel
DOD 1647,5,8,DOD 1677,trfA gene,2.09E-10,1.12E-10,1.31E-11,1.001810006,1.0047018,16S rRNA gene,0.049938009,0.035653593,0.001005427,1.002948206,1.028197722,3.14E-09,7.77E-14,Biofilm,DOD 1647-5,63824,smalldel
DOD 1647,6,0,DOD 1678,trfA gene,0.004228963,0.001564105,0.000300883,1.001462055,1.001586378,16S rRNA gene,0.022321685,0.016943574,0.000418155,1.001064314,1.001565023,0.092312606,0.000126431,Biofilm,DOD 1647-6,64508,unchanged
DOD 1647,6,5,DOD 1678,trfA gene,0.000157439,8.59E-05,1.53E-05,1.002359837,1.003924788,16S rRNA gene,0.090122094,0.051178906,0.001840748,1.003376012,1.004792612,0.001678491,9.53E-07,Biofilm,DOD 1647-6,64508,unchanged
DOD 1647,6,8,DOD 1678,trfA gene,1.20E-08,2.22E-09,1.87E-09,1.00258408,1.001455507,16S rRNA gene,0.036833429,0.027340496,0.000653322,1.00241774,1.007522073,8.12E-08,4.00E-11,Biofilm,DOD 1647-6,64508,unchanged
DOD 1648,1,0,DOD 1679,trfA gene,0.000110397,8.54E-05,3.04E-06,1.001695783,1.002301695,16S rRNA gene,0.009750073,0.008871096,0.000126024,1.007958045,1.013797558,0.009627029,1.21E-06,Biofilm,DOD 1648-1,64508,unchanged
DOD 1648,1,5,DOD 1679,trfA gene,0.000201918,0.000113679,2.14E-05,1.001239444,1.056063695,16S rRNA gene,0.024256495,0.017602501,0.000548316,1.003484824,1.014316383,0.006458101,5.25E-06,Biofilm,DOD 1648-1,64508,unchanged
DOD 1648,1,8,DOD 1679,trfA gene,0.000326119,0.000112334,1.69E-05,1.000834456,1.003470402,16S rRNA gene,0.057176168,0.040819071,0.000965826,1.002356501,1.002209534,0.002752001,1.38E-06,Biofilm,DOD 1648-1,64508,unchanged
DOD 1648,2,0,DOD 1680,trfA gene,0.000460691,0.000268224,2.20E-05,1.000408089,1.007522442,16S rRNA gene,0.025791274,0.020218577,0.000477986,1.003775829,1.000186845,0.013266236,4.62E-06,Biofilm,DOD 1648-2,64508,unchanged
DOD 1648,2,5,DOD 1680,trfA gene,0.00020529,3.88E-05,6.55E-05,1.001309176,1.003364557,16S rRNA gene,0.080201784,0.049230469,0.001538524,0.999588864,1.002920897,0.000788519,5.74E-06,Biofilm,DOD 1648-2,64508,unchanged
DOD 1648,2,8,DOD 1680,trfA gene,3.65E-05,4.34E-06,1.81E-05,1.000135656,1.002545327,16S rRNA gene,0.034681807,0.025989379,0.00070039,1.003578534,1.006278504,0.000167103,2.60E-06,Biofilm,DOD 1648-2,64508,unchanged
DOD 1648,3,0,DOD 1681,trfA gene,0.012727855,0.006071692,0.000453127,1.001406232,1.000679901,16S rRNA gene,0.013454611,0.008852117,0.000446114,1.003871769,1.00357859,0.68590281,0.000577419,Biofilm,DOD 1648-3,64508,unchanged
DOD 1648,3,5,DOD 1681,trfA gene,7.04E-07,3.47E-07,1.07E-07,1.00077733,1.009842252,16S rRNA gene,0.039094903,0.026507728,0.000826527,1.008715486,1.014133639,1.31E-05,5.43E-09,Biofilm,DOD 1648-3,64508,unchanged
DOD 1648,3,8,DOD 1681,trfA gene,1.39E-06,1.78E-07,3.73E-07,1.000620399,1.001222403,16S rRNA gene,0.040822004,0.032713875,0.000706912,1.000242092,1.019193372,5.43E-06,1.82E-08,Biofilm,DOD 1648-3,64508,unchanged
DOD 1648,3_2,5,1681,trfA gene,5.06E-07,4.21E-07,8.07E-09,1.002403788,1.006382289,16S rRNA gene,0.064948248,0.044931667,0.001235793,1.001790236,1.001631521,9.36E-06,2.46E-10,Biofilm,DOD 1648-3_2,64508,unchanged
DOD 1648,4,0,DOD 1682,trfA gene,0.000160578,0.000115528,4.85E-06,1.001563696,1.001864671,16S rRNA gene,0.046544811,0.032846311,0.000879195,1.002527776,1.002404162,0.003517233,4.79E-07,Biofilm,DOD 1648-4,33057,largedel
DOD 1648,4,5,DOD 1682,trfA gene,0.000460594,0.000177023,3.42E-05,1.007306036,1.015961052,16S rRNA gene,0.039182182,0.03129246,0.000649532,0.999542585,1.003485985,0.005657043,4.52E-06,Biofilm,DOD 1648-4,33057,largedel
DOD 1648,4,8,DOD 1682,trfA gene,0.000462738,0.000178904,3.08E-05,1.000603995,1.027154473,16S rRNA gene,0.036111189,0.023229221,0.000900191,1.003968334,1.03254595,0.007701685,5.91E-06,Biofilm,DOD 1648-4,33057,largedel
DOD 1648,5,0,DOD 1683,trfA gene,0.000111612,9.19E-05,2.72E-06,1.005537336,1.001633141,16S rRNA gene,0.008779091,0.007362337,0.000272345,1.002908461,1.010733507,0.0124892,2.20E-06,Biofilm,DOD 1648-5,64508,unchanged
DOD 1648,5,5,DOD 1683,trfA gene,9.10E-05,5.12E-05,4.18E-06,1.001004916,1.00363546,16S rRNA gene,0.044824829,0.033055778,0.000963519,1.001685633,1.002718581,0.001549631,3.48E-07,Biofilm,DOD 1648-5,64508,unchanged
DOD 1648,5,8,DOD 1683,trfA gene,3.99E-08,2.02E-08,5.24E-09,1.003160146,1.003480847,16S rRNA gene,0.017760696,0.012775803,0.000535815,1.001455978,1.009168158,1.58E-06,3.57E-10,Biofilm,DOD 1648-5,64508,unchanged
DOD 1648,6,0,DOD 1684,trfA gene,0.000356154,0.000142824,3.87E-05,1.000848408,1.00259189,16S rRNA gene,0.013749634,0.011245606,0.000357438,1.009387532,1.039036665,0.012700472,1.76E-05,Biofilm,DOD 1648-6,64508,unchanged
DOD 1648,6,5,DOD 1684,trfA gene,0.000271546,0.000124377,2.71E-05,1.000669454,1.000929161,16S rRNA gene,0.083784694,0.053722616,0.001548564,1.00040922,1.002160795,0.002315164,1.81E-06,Biofilm,DOD 1648-6,64508,unchanged
DOD 1648,6,8,DOD 1684,trfA gene,0.000222669,2.05E-05,2.70E-05,1.000986681,1.003109122,16S rRNA gene,0.047168852,0.032139948,0.000879888,1.003776695,1.005095642,0.000637346,3.21E-06,Biofilm,DOD 1648-6,64508,unchanged
DOD 180,1,0,DOD 375,trfA gene,0.001108757,0.000881456,5.66E-05,1.003225108,1.003352384,16S rRNA gene,0.007857757,0.006199278,0.00022809,1.002329039,1.014131039,0.142186879,6.53E-05,Liquid,DOD 180-1,34191,largedel
DOD 180,1,5,DOD 375,trfA gene,0.0009954,0.000509431,7.89E-05,1.001757553,1.002996559,16S rRNA gene,0.009445637,0.007176511,0.000234667,1.00793944,1.243605924,0.070985823,7.20E-05,Liquid,DOD 180-1,34191,largedel
DOD 180,1,8,DOD 375,trfA gene,0.000209602,8.75E-05,1.27E-05,1.003275623,1.008359716,16S rRNA gene,0.009441088,0.008023056,0.000203767,1.003239642,1.124790254,0.010900874,6.76E-06,Liquid,DOD 180-1,34191,largedel
DOD 180,2,0,DOD 376,trfA gene,0.001696498,0.000976234,0.000100427,1.007488673,1.003542133,16S rRNA gene,0.012011447,0.009196807,0.000569548,1.007188398,1.008863174,0.106149204,8.59E-05,Liquid,DOD 180-2,35062,largedel
DOD 180,2,5,DOD 376,trfA gene,0.000788698,0.000687833,9.53E-06,1.023719016,1.280752195,16S rRNA gene,0.027242122,0.012050417,0.000919198,1.002929317,1.016241398,0.05707957,2.49E-05,Liquid,DOD 180-2,35062,largedel
DOD 180,2,8,DOD 376,trfA gene,0.000154951,5.62E-05,1.30E-05,0.999720592,1.000412062,16S rRNA gene,0.011417878,0.008065778,0.000309569,1.001914646,1.01116115,0.006969712,7.46E-06,Liquid,DOD 180-2,35062,largedel
DOD 180,3,0,DOD 377,trfA gene,0.002127745,0.001496677,9.67E-05,1.001137207,1.002571028,16S rRNA gene,0.021186736,0.016353042,0.000355167,1.001651506,1.002804762,0.091522864,3.48E-05,Liquid,DOD 180-3,35062,largedel
DOD 180,3,5,DOD 377,trfA gene,0.005159127,0.002947397,0.000207136,1.000833408,1.005833566,16S rRNA gene,0.018945311,0.016443564,0.000288116,1.013499219,1.145526083,0.179243227,8.38E-05,Liquid,DOD 180-3,35062,largedel
DOD 180,3,8,DOD 377,trfA gene,0.000532845,0.000273884,2.47E-05,1.000453869,1.032459557,16S rRNA gene,0.025961312,0.021938215,0.000365642,1.004884988,1.013781792,0.012484342,4.63E-06,Liquid,DOD 180-3,35062,largedel
DOD 180,4,0,DOD 378,trfA gene,0.001851756,0.001088374,9.45E-05,1.000933695,1.005136239,16S rRNA gene,0.020272852,0.016736725,0.000473285,1.002248374,1.003224079,0.065029111,3.29E-05,Liquid,DOD 180-4,35062,largedel
DOD 180,4,5,DOD 378,trfA gene,0.001637555,0.001006364,7.63E-05,1.002469687,1.015523832,16S rRNA gene,0.048799842,0.028462049,0.001091518,1.005738565,1.014997634,0.035358094,1.43E-05,Liquid,DOD 180-4,35062,largedel
DOD 180,4,8,DOD 378,trfA gene,0.00024275,0.00012156,1.79E-05,0.999843287,1.002250026,16S rRNA gene,0.018835599,0.014645743,0.000500129,1.002498328,1.01132129,0.008300016,5.13E-06,Liquid,DOD 180-4,35062,largedel
DOD 180,5,0,DOD 379,trfA gene,8.01E-05,7.14E-05,1.14E-06,1.009002491,1.018087564,16S rRNA gene,0.017047566,0.012562896,0.000450299,1.005003481,1.000100054,0.005685476,6.53E-07,Liquid,DOD 180-5,35062,largedel
DOD 180,5,5,DOD 379,trfA gene,4.88E-05,2.26E-05,4.38E-06,1.00027049,1.011010532,16S rRNA gene,0.014142236,0.009522419,0.000492336,1.002626043,1.011201576,0.002375509,1.59E-06,Liquid,DOD 180-5,35062,largedel
DOD 180,5,8,DOD 379,trfA gene,2.04E-06,4.55E-07,1.31E-07,1.005945199,1.002387817,16S rRNA gene,0.015387711,0.010996225,0.000371384,1.001992032,1.003578063,4.14E-05,2.00E-08,Liquid,DOD 180-5,35062,largedel
DOD 180,6,0,DOD 380,trfA gene,0.000131569,6.89E-05,1.01E-05,1.001151285,1.002316572,16S rRNA gene,0.02113978,0.019120008,0.000317594,1.006243211,1.012400965,0.003602759,1.84E-06,Liquid,DOD 180-6,35062,largedel
DOD 180,6,5,DOD 380,trfA gene,7.88E-05,3.31E-05,1.65E-05,1.000062109,1.002021861,16S rRNA gene,0.039706579,0.021067953,0.001003256,1.00173071,1.025967247,0.001572165,2.99E-06,Liquid,DOD 180-6,35062,largedel
DOD 180,6,8,DOD 380,trfA gene,6.10E-06,3.48E-06,2.94E-07,1.001975994,1.006608617,16S rRNA gene,0.014400999,0.01187439,0.000324164,1.00531579,1.01483786,0.00029338,4.86E-08,Liquid,DOD 180-6,35062,largedel
DOD 182,1,0,DOD 381,trfA gene,0.005549607,0.001038941,0.000654098,1.017563707,1.004461804,16S rRNA gene,0.0097062,0.008705909,0.000108914,1.001880795,1.002669208,0.119337413,0.0007242,Liquid,DOD 182-1,35520,largedel
DOD 182,1,5,DOD 381,trfA gene,0.00105237,0.000120409,0.000244756,1.003740126,1.003974,16S rRNA gene,0.009203763,0.007193453,0.000183078,1.009946005,1.006062615,0.016738715,0.000275119,Liquid,DOD 182-1,35520,largedel
DOD 182,1,8,DOD 381,trfA gene,0.000101357,3.91E-05,8.53E-06,1.000961375,1.001785718,16S rRNA gene,0.013913564,0.008196713,0.000704585,1.001547446,1.009741551,0.004775343,4.64E-06,Liquid,DOD 182-1,35520,largedel
DOD 182,2,0,DOD 382,trfA gene,0.000589401,0.000246777,4.36E-05,1.007580638,1.003184431,16S rRNA gene,0.012525544,0.010814488,0.000199052,1.006863484,1.284534186,0.022819074,2.05E-05,Liquid,DOD 182-2,35520,largedel
DOD 182,2,5,DOD 382,trfA gene,1.83E-05,9.21E-06,2.48E-06,1.002214504,1.008304483,16S rRNA gene,0.04217412,0.017455204,0.001180948,1.003567836,1.003549312,0.000527602,3.93E-07,Liquid,DOD 182-2,35520,largedel
DOD 182,2,8,DOD 382,trfA gene,5.63E-07,3.46E-07,5.00E-08,1.000541758,1.002789423,16S rRNA gene,0.01879497,0.013030744,0.000627566,1.003627806,1.007364483,2.66E-05,5.52E-09,Liquid,DOD 182-2,35520,largedel
DOD 182,3,0,DOD 383,trfA gene,0.000188449,0.000128393,5.65E-06,1.003854784,1.000780921,16S rRNA gene,0.005688933,0.004356589,0.000139003,1.012008953,1.005812384,0.029471013,6.79E-06,Liquid,DOD 182-3,35520,largedel
DOD 182,3,5,DOD 383,trfA gene,0.00060018,0.000175209,0.00015591,1.00323431,1.001606535,16S rRNA gene,0.006203289,0.004559881,0.000240579,1.002716707,1.038274955,0.038423999,0.000288258,Liquid,DOD 182-3,35520,largedel
DOD 182,3,8,DOD 383,trfA gene,0.000335818,0.000197499,1.39E-05,1.002211661,1.005802433,16S rRNA gene,0.011571343,0.008717564,0.000326112,1.002110545,1.016359934,0.022655324,8.26E-06,Liquid,DOD 182-3,35520,largedel
DOD 182,4,0,DOD 384,trfA gene,0.00029374,0.000173929,8.64E-06,1.001692084,1.001932094,16S rRNA gene,0.005793846,0.004651431,0.000153222,1.003615646,1.008883182,0.03739253,1.05E-05,Liquid,DOD 182-4,35520,largedel
DOD 182,4,5,DOD 384,trfA gene,0.000366117,0.000161684,4.36E-05,1.0019149,1.002077974,16S rRNA gene,0.024147797,0.009289579,0.000883542,1.00315906,1.086468277,0.01740486,2.77E-05,Liquid,DOD 182-4,35520,largedel
DOD 182,4,8,DOD 384,trfA gene,0.011398147,0.000913007,0.000666745,0.999960834,1.00073841,16S rRNA gene,0.010530222,0.007566351,0.000294463,1.00007836,1.007133542,0.120666779,0.000867339,Liquid,DOD 182-4,35520,largedel
